file_name,disease1,disease2,disease6,disease8,disease11,disease13,disease19,disease21
F02_U01_O3567_D2022-11-02_L155_W0037_S1_R08_B01_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O2945_D2022-10-13_L300_W0284_S2_R11_B02_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O3252_D2022-10-24_L305_W0299_S2_R01_B02_I00000002.JPG,0,1,0,0,0,0,0,0
F03_U01_O0350_D2022-07-18_L270_W0203_S2_R03_B01_I00000008.JPG,0,0,0,1,0,0,0,0
F03_U01_O2929_D2022-10-13_L330_W0354_S2_R03_B01_I00000117.JPG,1,0,0,0,0,1,0,0
F03_U01_O2978_D2022-10-14_L340_W0395_S2_R07_B02_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O3295_D2022-10-25_L350_W0411_S2_R05_B02_I00000002.JPG,0,1,0,0,0,0,0,0
F03_U01_O2379_D2022-09-22_L275_W0232_S2_R12_B01_I00000008.JPG,0,0,0,1,0,0,0,0
F03_U01_O0033_D2022-07-11_L275_W0194_S1_R08_B02_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O0314_D2022-07-14_L250_W0166_S1_R07_B02_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O0805_D2022-08-03_L250_W0169_S1_R04_B02_I00000817.JPG,0,0,0,1,0,1,0,0
F02_U01_O2672_D2022-09-30_L350_W0526_S3_R01_B02_I00000006.JPG,0,0,1,0,0,0,0,0
F03_U01_O0805_D2022-08-03_L250_W0169_S1_R07_B02_I00000817.JPG,0,0,0,1,0,1,0,0
F03_U01_O1999_D2022-09-08_L280_W0283_S2_R05_B01_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O1171_D2022-08-17_L240_W0162_S1_R06_B01_I00000017.JPG,0,0,0,0,0,1,0,0
F02_U01_O1874_D2022-09-01_L395_W0875_S3_R12_B01_I00061318.JPG,0,0,1,0,0,1,0,0
F03_U01_O1073_D2022-08-11_L285_W0232_S2_R04_B02_I00000008.JPG,0,0,0,1,0,0,0,0
F02_U01_O2406_D2022-09-22_L320_W0312_S2_R03_B01_I00000021.JPG,0,0,0,0,0,0,0,1
F02_U01_O1953_D2022-09-07_L340_W0415_S2_R08_B02_I00060718.JPG,0,0,1,0,0,1,0,0
F03_U01_O0925_D2022-08-08_L270_W0223_S2_R15_B02_I00000817.JPG,0,0,0,1,0,1,0,0
F03_U01_O0955_D2022-08-09_L275_W0191_S1_R02_B02_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O2983_D2022-10-14_L330_W0409_S2_R04_B01_I00000008.JPG,0,0,0,1,0,0,0,0
F03_U01_O1865_D2022-09-01_L255_W0179_S1_R11_B02_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O1808_D2022-08-31_L270_W0215_S2_R07_B01_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O1156_D2022-08-17_L290_W0260_S2_R01_B01_I00000008.JPG,0,0,0,1,0,0,0,0
F03_U01_O0071_D2022-07-12_L185_W0055_S1_R07_B02_I00000021.JPG,0,0,0,0,0,0,0,1
F02_U01_O3552_D2022-11-02_L140_W0026_S1_R03_B02_I00000021.JPG,0,0,0,0,0,0,0,1
F02_U01_O3315_D2022-10-26_L120_W0011_S1_R01_B01_I00000021.JPG,0,0,0,0,0,0,0,1
F02_U01_O2027_D2022-09-08_L400_W0720_S3_R04_B01_I00000619.JPG,0,0,1,0,0,0,1,0
F03_U01_O2464_D2022-09-26_L325_W0334_S2_R08_B02_I00000008.JPG,0,0,0,1,0,0,0,0
F03_U01_O2465_D2022-09-26_L330_W0319_S2_R09_B02_I00000008.JPG,0,0,0,1,0,0,0,0
F03_U01_O0031_D2022-07-11_L250_W0150_S1_R04_B02_I00000021.JPG,0,0,0,0,0,0,0,1
F04_U01_O0171_D2022-07-06_L360_W0489_S2_R03_B02_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O1812_D2022-08-31_L305_W0257_S2_R02_B02_I00000017.JPG,0,0,0,0,0,1,0,0
F03_U01_O2908_D2022-10-12_L330_W0281_S2_R07_B02_I00000006.JPG,0,0,1,0,0,0,0,0
F03_U01_O0685_D2022-07-27_L260_W0185_S1_R06_B01_I00000008.JPG,0,0,0,1,0,0,0,0
F03_U01_O2679_D2022-10-04_L310_W0329_S2_R11_B02_I00000021.JPG,0,0,0,0,0,0,0,1
F02_U01_O2043_D2022-09-13_L350_W0367_S2_R04_B01_I00000006.JPG,0,0,1,0,0,0,0,0
F02_U01_O3570_D2022-11-02_L170_W0052_S1_R07_B02_I00000001.JPG,1,0,0,0,0,0,0,0
F02_U01_O2773_D2022-10-05_L395_W0691_S3_R07_B02_I00000018.JPG,0,0,0,0,0,1,0,0
F03_U01_O1715_D2022-08-29_L285_W0240_S2_R09_B01_I00000817.JPG,0,0,0,1,0,1,0,0
F03_U01_O0413_D2022-07-19_L275_W0206_S2_R05_B02_I00000008.JPG,0,0,0,1,0,0,0,0
F03_U01_O2237_D2022-09-19_L300_W0269_S2_R12_B01_I00000017.JPG,0,0,0,0,0,1,0,0
F03_U01_O2447_D2022-09-26_L310_W0329_S2_R06_B01_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O0850_D2022-08-04_L250_W0176_S1_R04_B02_I00000013.JPG,0,0,0,0,0,1,0,0
F03_U01_O2852_D2022-10-11_L325_W0367_S2_R12_B02_I00000108.JPG,1,0,0,1,0,0,0,0
F03_U01_O2943_D2022-10-13_L305_W0280_S2_R11_B01_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O3354_D2022-10-26_L305_W0322_S2_R03_B02_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O1162_D2022-08-17_L290_W0224_S2_R04_B01_I00001317.JPG,0,0,0,0,0,1,0,0
F04_U01_O0267_D2022-07-13_L335_W0363_S2_R03_B02_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O3351_D2022-10-26_L330_W0370_S2_R01_B01_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O0648_D2022-07-26_L250_W0167_S1_R07_B02_I00000111.JPG,1,0,0,0,1,0,0,0
F03_U01_O0599_D2022-07-25_L250_W0162_S1_R06_B01_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O2399_D2022-09-22_L320_W0367_S2_R02_B02_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O3352_D2022-10-26_L300_W0240_S2_R04_B01_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O1892_D2022-09-02_L285_W0239_S2_R15_B01_I00000001.JPG,1,0,0,0,0,0,0,0
F04_U01_O0510_D2022-07-21_L335_W0275_S2_R05_B01_I00000006.JPG,0,0,1,0,0,0,0,0
F02_U01_O1875_D2022-09-01_L360_W0619_S3_R02_B02_I00000613.JPG,0,0,1,0,0,1,0,0
F03_U01_O0071_D2022-07-12_L185_W0055_S1_R01_B02_I00000021.JPG,0,0,0,0,0,0,0,1
F04_U01_O0259_D2022-07-13_L385_W0485_S2_R05_B01_I00000011.JPG,0,0,0,0,1,0,0,0
F03_U01_O0553_D2022-07-22_L270_W0203_S2_R08_B02_I00000008.JPG,0,0,0,1,0,0,0,0
F04_U01_O0690_D2022-07-27_L350_W0416_S2_R05_B02_I00000011.JPG,0,0,0,0,1,0,0,0
F03_U01_O0558_D2022-07-22_L265_W0177_S1_R04_B02_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O3631_D2022-11-07_L310_W0264_S2_R11_B02_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O3290_D2022-10-25_L340_W0391_S2_R01_B01_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O0933_D2022-08-08_L280_W0249_S2_R08_B01_I00000813.JPG,0,0,0,1,0,1,0,0
F03_U01_O3192_D2022-10-20_L350_W0395_S2_R05_B02_I00000017.JPG,0,0,0,0,0,1,0,0
F02_U01_O2040_D2022-09-13_L310_W0280_S2_R10_B02_I00000618.JPG,0,0,1,0,0,1,0,0
F03_U01_O2855_D2022-10-11_L335_W0385_S2_R02_B02_I00000021.JPG,0,0,0,0,0,0,0,1
F02_U01_O2046_D2022-09-13_L335_W0274_S2_R03_B02_I00000006.JPG,0,0,1,0,0,0,0,0
F03_U01_O1764_D2022-08-30_L305_W0299_S2_R10_B02_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O2386_D2022-09-22_L305_W0289_S2_R07_B02_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O0855_D2022-08-04_L270_W0220_S2_R12_B01_I00000008.JPG,0,0,0,1,0,0,0,0
F03_U01_O1816_D2022-08-31_L270_W0197_S1_R08_B01_I00000011.JPG,0,0,0,0,1,0,0,0
F03_U01_O1860_D2022-09-01_L250_W0170_S1_R06_B02_I00000013.JPG,0,0,0,0,0,1,0,0
F03_U01_O0521_D2022-07-21_L260_W0178_S1_R05_B01_I00000008.JPG,0,0,0,1,0,0,0,0
F04_U01_O0514_D2022-07-21_L365_W0491_S2_R07_B02_I00000618.JPG,0,0,1,0,0,1,0,0
F03_U01_O1771_D2022-08-30_L310_W0341_S2_R15_B01_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O0964_D2022-08-09_L285_W0213_S2_R01_B01_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O2383_D2022-09-22_L300_W0276_S2_R09_B02_I00000017.JPG,0,0,0,0,0,1,0,0
F03_U01_O3346_D2022-10-26_L320_W0293_S2_R09_B02_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O2086_D2022-09-14_L290_W0231_S2_R09_B02_I00000021.JPG,0,0,0,0,0,0,0,1
F02_U01_O2254_D2022-09-19_L310_W0261_S2_R02_B01_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O2161_D2022-09-15_L285_W0245_S2_R05_B01_I00000021.JPG,0,0,0,0,0,0,0,1
F02_U01_O2777_D2022-10-05_L380_W0492_S2_R03_B02_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O0355_D2022-07-18_L265_W0172_S1_R02_B02_I00000011.JPG,0,0,0,0,1,0,0,0
F03_U01_O2492_D2022-09-27_L240_W0241_S2_R02_B02_I00000716.JPG,0,0,0,0,0,1,0,0
F03_U01_O0031_D2022-07-11_L250_W0150_S1_R08_B01_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O0681_D2022-07-27_L260_W0114_S1_R07_B02_I00000008.JPG,0,0,0,1,0,0,0,0
F03_U01_O1853_D2022-09-01_L265_W0198_S1_R05_B01_I00000021.JPG,0,0,0,0,0,0,0,1
F02_U01_O2026_D2022-09-08_L375_W0539_S3_R06_B02_I00000618.JPG,0,0,1,0,0,1,0,0
F03_U01_O1071_D2022-08-11_L280_W0237_S2_R05_B02_I00000813.JPG,0,0,0,1,0,1,0,0
F03_U01_O0287_D2022-08-13_L245_W0176_S1_R02_B02_I00000021.JPG,0,0,0,0,0,0,0,1
F02_U01_O2326_D2022-09-20_L240_W0284_S2_R08_B01_I00000021.JPG,0,0,0,0,0,0,0,1
F02_U01_O1756_D2022-08-30_L420_W0878_S3_R01_B01_I00000613.JPG,0,0,1,0,0,1,0,0
F03_U01_O0411_D2022-07-19_L260_W0193_S1_R04_B01_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O1102_D2022-08-16_L295_W0299_S2_R06_B01_I00000017.JPG,0,0,0,0,0,1,0,0
F03_U01_O1082_D2022-08-11_L255_W0167_S1_R03_B02_I00000813.JPG,0,0,0,1,0,1,0,0
F03_U01_O3191_D2022-10-20_L335_W0361_S2_R12_B01_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O3635_D2022-11-07_L330_W0319_S2_R06_B02_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O2888_D2022-10-12_L370_W0523_S3_R05_B02_I00000008.JPG,0,0,0,1,0,0,0,0
F02_U01_O2172_D2022-09-15_L370_W0563_S3_R04_B01_I00000618.JPG,0,0,1,0,0,1,0,0
F03_U01_O2944_D2022-10-13_L315_W0336_S2_R06_B01_I00000001.JPG,1,0,0,0,0,0,0,0
F02_U01_O2975_D2022-10-13_L430_W0724_S3_R04_B01_I00000613.JPG,0,0,1,0,0,1,0,0
F03_U01_O2559_D2022-09-28_L305_W0280_S2_R05_B01_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O0027_D2022-07-11_L245_W0148_S1_R02_B01_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O2286_D2022-09-20_L310_W0254_S2_R04_B02_I00000021.JPG,0,0,0,0,0,0,0,1
F02_U01_O3567_D2022-11-02_L155_W0037_S1_R06_B02_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O2685_D2022-10-04_L320_W0341_S2_R10_B02_I00000021.JPG,0,0,0,0,0,0,0,1
F04_U01_O0167_D2022-07-06_L333_W0358_S2_R07_B03_I00000219.JPG,0,1,0,0,0,0,1,0
F02_U01_O1753_D2022-08-30_L450_W0990_S3_R05_B02_I00000006.JPG,0,0,1,0,0,0,0,0
F03_U01_O0060_D2022-07-12_L260_W0207_S2_R04_B02_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O2687_D2022-10-04_L280_W0209_S2_R03_B01_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O3031_D2022-10-17_L280_W0211_S2_R03_B01_I00000021.JPG,0,0,0,0,0,0,0,1
F04_U01_O0695_D2022-07-27_L350_W0410_S2_R06_B01_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O3189_D2022-10-20_L350_W0454_S2_R01_B01_I00000001.JPG,1,0,0,0,0,0,0,0
F03_U01_O1893_D2022-09-02_L250_W0141_S1_R07_B01_I00000013.JPG,0,0,0,0,0,1,0,0
F03_U01_O2078_D2022-09-13_L265_W0188_S1_R02_B02_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O2791_D2022-10-06_L300_W0253_S2_R01_B02_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O2546_D2022-09-28_L305_W0269_S2_R10_B02_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O1809_D2022-08-31_L280_W0229_S2_R06_B01_I00000001.JPG,1,0,0,0,0,0,0,0
F03_U01_O2383_D2022-09-22_L300_W0276_S2_R08_B01_I00000017.JPG,0,0,0,0,0,1,0,0
F02_U01_O2824_D2022-10-06_L390_W0514_S3_R06_B02_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O0842_D2022-08-04_L275_W0219_S2_R07_B01_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O3289_D2022-10-25_L335_W0403_S2_R07_B01_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O2291_D2022-09-20_L320_W0304_S2_R03_B01_I00000021.JPG,0,0,0,0,0,0,0,1
F04_U01_O0568_D2022-07-22_L340_W0355_S2_R05_B02_I00000006.JPG,0,0,1,0,0,0,0,0
F02_U01_O2866_D2022-10-11_L330_W0411_S2_R01_B01_I00000021.JPG,0,0,0,0,0,0,0,1
F02_U01_O2627_D2022-09-29_L325_W0299_S2_R03_B02_I00000006.JPG,0,0,1,0,0,0,0,0
F03_U01_O3138_D2022-10-19_L310_W0294_S2_R03_B02_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O3633_D2022-11-07_L340_W0331_S2_R07_B01_I00000021.JPG,0,0,0,0,0,0,0,1
F02_U01_O2046_D2022-09-13_L335_W0274_S2_R05_B01_I00000006.JPG,0,0,1,0,0,0,0,0
F03_U01_O3077_D2022-10-18_L300_W0284_S2_R09_B02_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O2788_D2022-10-06_L330_W0348_S2_R06_B01_I00000021.JPG,0,0,0,0,0,0,0,1
F04_U01_O0511_D2022-07-21_L305_W0264_S2_R01_B01_I00000617.JPG,0,0,1,0,0,1,0,0
F04_U01_O0164_D2022-07-06_L345_W0409_S2_R05_B03_I00000002.JPG,0,1,0,0,0,0,0,0
F03_U01_O2977_D2022-10-14_L330_W0344_S2_R03_B02_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O1939_D2022-09-07_L325_W0367_S2_R08_B01_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O2846_D2022-10-11_L325_W0305_S2_R09_B01_I00000021.JPG,0,0,0,0,0,0,0,1
F02_U01_O3064_D2022-10-17_L390_W0611_S3_R01_B01_I00000021.JPG,0,0,0,0,0,0,0,1
F02_U01_O2108_D2022-09-14_L405_W0603_S3_R02_B01_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O2093_D2022-09-14_L290_W0231_S2_R08_B01_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O0058_D2022-07-12_L270_W0224_S1_R04_B02_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O2849_D2022-10-11_L325_W0397_S2_R01_B02_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O0361_D2022-07-18_L210_W0137_S1_R01_B01_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O1938_D2022-09-07_L330_W0352_S2_R05_B02_I00000021.JPG,0,0,0,0,0,0,0,1
F02_U01_O1754_D2022-08-30_L420_W0901_S3_R03_B01_I00000006.JPG,0,0,1,0,0,0,0,0
F03_U01_O1996_D2022-09-08_L330_W0321_S2_R06_B02_I00000021.JPG,0,0,0,0,0,0,0,1
F02_U01_O2873_D2022-10-11_L365_W0451_S2_R04_B01_I00000006.JPG,0,0,1,0,0,0,0,0
F03_U01_O0967_D2022-08-09_L260_W0151_S1_R10_B01_I00131417.JPG,0,0,0,0,0,1,0,0
F02_U01_O3627_D2022-11-07_L185_W0049_S1_R05_B01_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O0315_D2022-07-14_L235_W0139_S1_R05_B02_I00000817.JPG,0,0,0,1,0,1,0,0
F03_U01_O3510_D2022-11-01_L320_W0357_S2_R05_B01_I00000021.JPG,0,0,0,0,0,0,0,1
F02_U01_O3255_D2022-10-24_L400_W0696_S3_R04_B02_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O0808_D2022-08-03_L255_W0157_S1_R01_B02_I00000008.JPG,0,0,0,1,0,0,0,0
F03_U01_O2400_D2022-09-22_L315_W0310_S2_R09_B02_I00000018.JPG,0,0,0,0,0,1,0,0
F03_U01_O2932_D2022-10-13_L380_W0541_S3_R09_B02_I00000021.JPG,0,0,0,0,0,0,0,1
F04_U01_O0268_D2022-07-13_L365_W0513_S3_R05_B02_I00000019.JPG,0,0,0,0,0,0,1,0
F03_U01_O0883_D2022-08-05_L280_W0222_S2_R10_B01_I00010813.JPG,1,0,0,1,0,1,0,0
F03_U01_O2861_D2022-10-11_L330_W0398_S2_R12_B02_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O3234_D2022-10-24_L335_W0264_S2_R11_B01_I00000017.JPG,0,0,0,0,0,1,0,0
F03_U01_O2996_D2022-10-14_L300_W0281_S2_R11_B01_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O0855_D2022-08-04_L270_W0220_S2_R07_B02_I00000008.JPG,0,0,0,1,0,0,0,0
F03_U01_O1986_D2022-09-08_L280_W0270_S2_R01_B01_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O0556_D2022-07-22_L245_W0149_S1_R01_B02_I00000008.JPG,0,0,0,1,0,0,0,0
F04_U01_O0867_D2022-08-04_L340_W0343_S2_R05_B01_I00000613.JPG,0,0,1,0,0,1,0,0
F03_U01_O2946_D2022-10-13_L320_W0334_S2_R11_B01_I00000117.JPG,1,0,0,0,0,1,0,0
F03_U01_O2236_D2022-09-19_L310_W0364_S2_R06_B01_I00081718.JPG,0,0,0,1,0,1,0,0
F02_U01_O2871_D2022-10-11_L400_W0687_S3_R04_B02_I00000006.JPG,0,0,1,0,0,0,0,0
F02_U01_O2371_D2022-09-21_L390_W0570_S3_R06_B02_I00000618.JPG,0,0,1,0,0,1,0,0
F04_U01_O0871_D2022-08-04_L340_W0339_S2_R05_B02_I00000006.JPG,0,0,1,0,0,0,0,0
F03_U01_O0929_D2022-08-08_L260_W0184_S1_R01_B02_I00000008.JPG,0,0,0,1,0,0,0,0
F03_U01_O0954_D2022-08-09_L285_W0240_S2_R11_B01_I00000021.JPG,0,0,0,0,0,0,0,1
F04_U01_O0503_D2022-07-21_L365_W0456_S2_R06_B02_I00000006.JPG,0,0,1,0,0,0,0,0
F02_U01_O2628_D2022-09-29_L410_W0696_S3_R02_B02_I00000006.JPG,0,0,1,0,0,0,0,0
F03_U01_O3514_D2022-11-01_L340_W0403_S2_R05_B01_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O3287_D2022-10-25_L340_W0431_S2_R03_B02_I00000021.JPG,0,0,0,0,0,0,0,1
F02_U01_O1757_D2022-08-30_L400_W0861_S3_R02_B02_I00000006.JPG,0,0,1,0,0,0,0,0
F03_U01_O2292_D2022-09-20_L310_W0275_S2_R04_B02_I00000017.JPG,0,0,0,0,0,1,0,0
F03_U01_O3589_D2022-11-02_L385_W0449_S2_R04_B02_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O2467_D2022-09-26_L310_W0293_S2_R01_B01_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O1813_D2022-08-31_L275_W0202_S2_R02_B01_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O3146_D2022-10-19_L270_W0180_S1_R06_B01_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O2690_D2022-10-04_L305_W0315_S2_R06_B02_I00000008.JPG,0,0,0,1,0,0,0,0
F02_U01_O2409_D2022-09-22_L355_W0463_S2_R01_B01_I00061819.JPG,0,0,1,0,0,1,1,0
F03_U01_O1814_D2022-08-31_L275_W0216_S2_R04_B02_I00000014.JPG,0,0,0,0,0,1,0,0
F02_U01_O2577_D2022-09-28_L355_W0496_S2_R01_B01_I00000617.JPG,0,0,1,0,0,1,0,0
F02_U01_O3310_D2022-10-26_L135_W0022_S1_R03_B02_I00000017.JPG,0,0,0,0,0,1,0,0
F03_U01_O2161_D2022-09-15_L285_W0245_S2_R06_B01_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O2086_D2022-09-14_L290_W0231_S2_R06_B01_I00000021.JPG,0,0,0,0,0,0,0,1
F02_U01_O1967_D2022-09-07_L340_W0416_S2_R05_B02_I00000206.JPG,0,1,1,0,0,0,0,0
F02_U01_O3576_D2022-11-02_L170_W0049_S1_R01_B01_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O2389_D2022-09-22_L325_W0377_S2_R03_B01_I00000017.JPG,0,0,0,0,0,1,0,0
F03_U01_O0200_D2022-07-06_L230_W0113_S1_R07_B03_I00000011.JPG,0,0,0,0,1,0,0,0
F02_U01_O1964_D2022-09-07_L360_W0543_S3_R06_B02_I00000006.JPG,0,0,1,0,0,0,0,0
F03_U01_O3139_D2022-10-19_L360_W0462_S2_R02_B02_I00000017.JPG,0,0,0,0,0,1,0,0
F03_U01_O1857_D2022-09-01_L285_W0268_S2_R12_B02_I00001117.JPG,0,0,0,0,1,1,0,0
F03_U01_O0520_D2022-07-21_L290_W0248_S2_R06_B02_I00000008.JPG,0,0,0,1,0,0,0,0
F02_U01_O2317_D2022-09-20_L390_W0520_S3_R11_B01_I00000607.JPG,0,0,1,0,0,0,0,0
F03_U01_O0645_D2022-07-26_L265_W0213_S2_R06_B01_I00000021.JPG,0,0,0,0,0,0,0,1
F03_U01_O1157_D2022-08-17_L300_W0280_S2_R10_B01_I00000013.JPG,0,0,0,0,0,1,0,0
F02_U01_O3580_D2022-11-02_L140_W0027_S1_R02_B01_I00000021.JPG,0,0,0,0,0,0,0,1
